Reporting Entity,Facility Name,Type,State,Electricity Production GJ,Electricity Production Mwh,Scope 1 t CO2 e,Scope 2 t CO2 e,Total Emissions t CO2 e,Emission Intensity t Mwh,Grid Connected,Grid,Primary Fuel,Important Notes,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,620421,172339,65,128.0,193,0.0,On,NEM,Wind,,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,80235,22288,23349,2735.0,26084,1.05,On,NEM,Gas/Diesel,,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,22617530,6282647,5432906,35153.0,5468059,0.86,On,NEM,Black Coal,,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,7496610,2082392,758611,2381.0,760992,0.36,On,NEM,Gas,,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,1063581,295439,66,226.0,292,0.0,On,NEM,Wind,,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,40512852,11253570,14318960,301769.0,14620729,1.27,On,NEM,Brown Coal,,2014
ENERGYAUSTRALIA HOLDINGS LIMITED,Corporate Total,C,,72391229,20108675,20533957,342392.0,20876349,,,,,,2014
ERM POWER LIMITED,Newgen Neerabup Power Station,F,WA,449321,124811,75996,3033.0,79029,0.61,On,SWIS,Gas,,2014
ERM POWER LIMITED,Oakey Power Station,F,QLD,1796909,499141,311168,1956.0,313124,0.62,On,NEM,Gas,,2014
ERM POWER LIMITED,Corporate Total,C,,2246230,623953,387164,4989.0,392153,,,,,,2014
ESPERANCE POWER STATION PTY LTD,Esperance Power Station,F,WA,271834,75509,58134,0.0,58134,0.77,Off,Off-grid,Gas/Diesel,,2014
ESPERANCE POWER STATION PTY LTD,Corporate Total,C,,271834,75509,58134,0.0,58134,,,,,,2014
ESSENTIAL ENERGY,Essential Energy Generation Facilities,FA,NSW,1795,499,692,183.0,875,1.39,On,NEM,Multiple sources,,2014
ESSENTIAL ENERGY,Corporate Total,C,,1795,499,692,183.0,875,,,,,,2014
FPC 30 LIMITED,FPC Green Energy,F,QLD,355463,98740,3769,1645.0,5414,0.04,On,NEM,Biofuel,,2014
FPC 30 LIMITED,Corporate Total,C,,355463,98740,3769,1645.0,5414,,,,,,2014
GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,814460,226239,134782,0.0,134782,0.6,On,SWIS,Gas/Diesel,,2014
GOLDFIELDS POWER PTY LTD,Corporate Total,C,,814460,226239,134782,0.0,134782,,,,,,2014
GSP ENERGY PTY LTD,Blayney Wind Farm,F,NSW,72296,20082,0,49.0,49,0.0,On,NEM,Wind,,2014
GSP ENERGY PTY LTD,Burrinjuck Power Station,F,NSW,305092,84748,0,105.0,105,0.0,On,NEM,Hydro,,2014
GSP ENERGY PTY LTD,Crookwell Wind Farm,F,NSW,28521,7923,0,33.0,33,0.0,On,NEM,Wind,,2014
GSP ENERGY PTY LTD,Hume Power Station,F,NSW,755051,209736,0,298.0,298,0.0,On,NEM,Hydro,,2014
GSP ENERGY PTY LTD,Keepit Power Station,F,NSW,10253,2848,0,0.0,0,0.0,On,NEM,Hydro,,2014
GSP ENERGY PTY LTD,Corporate Total,C,,1171213,325337,0,485.0,485,,,,,,2014
HRL LIMITED,Energy Brix Australia Corporation,F,VIC,150097,41694,100703,18935.0,119638,2.42,On,NEM,Brown Coal,,2014
HRL LIMITED,Corporate Total,C,,150097,41694,100703,18935.0,119638,,,,,,2014
HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,138482,38467,0,0.0,0,0.0,On,NEM,Hydro,,2014
HYDRO POWER PTY. LIMITED,Corporate Total,C,,138482,38467,0,0.0,0,,,,,,2014
HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,1289717,358255,0,221.0,221,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,330501,91806,0,0.0,0,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,781824,217173,0,22.0,22,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,870760,241878,0,98.0,98,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,293141,81428,0,9.0,9,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,942101,261695,0,27.0,27,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,460680,127967,0,3.0,3,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,13110,3642,2457,4.0,2461,0.67,Off,Off-grid,Wind/Diesel,,2014
HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,3822412,1061781,0,114.0,114,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,1766518,490699,0,631.0,631,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,45436,12621,5037,4.0,5041,0.4,Off,Off-grid,Wind/Diesel,,2014
HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,120795,33554,0,21.0,21,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,20435,5676,0,3.0,3,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,170131,47259,0,1.0,1,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,926469,257353,0,55.0,55,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,1491643,414345,0,467.0,467,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,1227923,341090,0,776.0,776,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,158933,44148,0,56.0,56,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,335083,93079,0,45.0,45,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,15066,4185,0,0.0,0,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,3798355,1055099,0,1994.0,1994,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,3295055,915293,0,1976.0,1976,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Repulse Hydro Power Station,F,TAS,500556,139043,0,10.0,10,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,84911,23586,0,8.0,8,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,63619,17672,9276,2570.0,11846,0.52,On,NEM,Gas,,2014
HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,2275240,632011,0,102.0,102,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,F,TAS,20731,5759,0,3.0,3,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,1256107,348919,0,80.0,80,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,788456,219016,0,67.0,67,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,1530728,425202,0,156.0,156,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,F,TAS,874109,242808,0,29.0,29,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,F,TAS,411351,114264,0,47.0,47,0.0,On,NEM,Hydro,,2014
HYDRO-ELECTRIC CORPORATION,Corporate Total,C,,29981896,8328304,16770,9599.0,26369,,,,,,2014
IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,487533,135426,93,0.0,93,0.0,On,NEM,Wind,,2014
IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,615683,171023,26,0.0,26,0.0,On,NEM,Wind,,2014
IFM RENEWABLE ENERGY PTY LTD,Codrington Wind Farm,F,VIC,160914,44698,24,0.0,24,0.0,On,NEM,Wind,,2014
IFM RENEWABLE ENERGY PTY LTD,Eildon Pondage Hydro,F,VIC,53020,14728,0,0.0,0,0.0,On,NEM,Hydro,,2014
IFM RENEWABLE ENERGY PTY LTD,Glenmaggie Hydro,F,VIC,24404,6779,0,0.0,0,0.0,On,NEM,Hydro,,2014
IFM RENEWABLE ENERGY PTY LTD,Ord Hydro,F,WA,742103,206140,18,0.0,18,0.0,Off,Off-grid,Hydro,,2014
IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,F,VIC,1483286,412024,21,0.0,21,0.0,On,NEM,Wind,,2014
IFM RENEWABLE ENERGY PTY LTD,The Drop Hydro,F,NSW,28205,7835,0,0.0,0,0.0,On,NEM,Hydro,,2014
IFM RENEWABLE ENERGY PTY LTD,William Hovell Hydro,F,VIC,10659,2961,0,0.0,0,0.0,On,NEM,Hydro,,2014
IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,324867,90241,107,0.0,107,0.0,On,NEM,Wind,,2014
IFM RENEWABLE ENERGY PTY LTD,Corporate Total,C,,3930674,1091854,289,0.0,289,,,,,,2014
INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,1190284,330634,47,624.0,671,0.0,On,SWIS,Wind,,2014
INFIGEN ENERGY LIMITED,Capital East Solar Farm,F,NSW,689,191,0,8.0,8,0.0,On,NEM,Solar,,2014
INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1184184,328940,105,871.0,976,0.0,On,NEM,Wind,,2014
INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2477929,688314,88,888.0,976,0.0,On,NEM,Wind,,2014
INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,462471,128464,33,186.0,219,0.0,On,NEM,Wind,,2014
INFIGEN ENERGY LIMITED,Corporate Total,C,,5315557,1476544,273,2577.0,2850,,,,,,2014
IPM (KWINANA) PTY LTD,Kwinana Cogeneration Plant,F,WA,3212159,892266,462837,96.0,462933,0.52,On,SWIS,Gas,,2014
IPM (KWINANA) PTY LTD,Corporate Total,C,,3212159,892266,462837,96.0,462933,,,,,,2014
IPM AUSTRALIA LIMITED,Loy Yang B Power Station,F,VIC,31039276,8622021,9755875,1932.0,9757807,1.13,On,NEM,Brown Coal,,2014
IPM AUSTRALIA LIMITED,Corporate Total,C,,31039276,8622021,9755875,1932.0,9757807,,,,,,2014
LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,28779,7994,435,0.0,435,0.05,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Atlas Renewable Energy Facility,F,WA,16710,4642,266,0.0,266,0.06,On,SWIS,Landfill Gas,,2014
LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,33021,9173,507,0.0,507,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,18286,5079,295,0.0,295,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,14097,3916,225,0.0,225,0.06,On,NEM,Solar,,2014
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,24124,6701,364,0.0,364,0.05,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,32365,8990,528,0.0,528,0.06,On,DKIS,Landfill Gas,,2014
LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,229019,63616,3323,0.0,3323,0.05,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,220584,61273,3222,0.0,3222,0.05,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,30219,8394,484,0.0,484,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,20560,5711,320,0.0,320,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,64817,18005,993,0.0,993,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,52039,14455,816,0.0,816,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,122074,33909,1927,0.0,1927,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,16923,4701,279,0.0,279,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,94101,26139,1508,0.0,1508,0.06,On,SWIS,Landfill Gas,,2014
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,15768,4380,265,0.0,265,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Suntown Renewable Energy Facility,F,QLD,135,38,1,0.0,1,0.03,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,34266,9518,537,0.0,537,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Tweed Shire Renewable Energy Facility,F,NSW,6224,1729,106,0.0,106,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,196497,54583,2968,0.0,2968,0.05,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,55620,15450,764,0.0,764,0.05,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,60714,16865,929,0.0,929,0.06,On,NEM,Landfill Gas,,2014
LMS ENERGY PTY LTD,Corporate Total,C,,1386942,385262,21062,0.0,21062,,,,,,2014
MACQUARIE GENERATION,Bayswater Power Station,F,NSW,11250900,3125250,2650584,0.0,2650584,0.85,On,NEM,Black Coal,"AGL Energy Limited purchased Macquarie Generation in September 2014. This includes the Bayswater Power Station, Liddell Power Station and Hunter Valley Gas Turbines facilities.  Macquarie Generation reported these facilities for part of the 2014-15 financial year and AGL Energy Limited reported for the remainder of the year.",2014
MACQUARIE GENERATION,Hunter Valley Gas Turbines,F,NSW,238,66,102,191.0,293,1.54,On,NEM,Gas,"AGL Energy Limited purchased Macquarie Generation in September 2014. This includes the Bayswater Power Station, Liddell Power Station and Hunter Valley Gas Turbines facilities.  Macquarie Generation reported these facilities for part of the 2014-15 financial year and AGL Energy Limited reported for the remainder of the year.",2014
MACQUARIE GENERATION,Liddell Power Station,F,NSW,4182213,1161726,1061536,4426.0,1065962,0.91,On,NEM,Black Coal,"AGL Energy Limited purchased Macquarie Generation in September 2014. This includes the Bayswater Power Station, Liddell Power Station and Hunter Valley Gas Turbines facilities.  Macquarie Generation reported these facilities for part of the 2014-15 financial year and AGL Energy Limited reported for the remainder of the year.",2014
MACQUARIE GENERATION,Corporate Total,C,,15433351,4287042,3712222,4617.0,3716839,,,,,,2014
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,F,VIC,1259336,349816,91,623.0,714,0.0,On,NEM,Wind,,2014
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,F,SA,672546,186818,16,24.0,40,0.0,On,NEM,Wind,,2014
MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Corporate Total,C,,1931882,536634,107,647.0,754,,,,,,2014
MITSUI & CO (AUSTRALIA) LTD,Bald Hills Wind Farm,F,VIC,237597,65999,45,431.0,476,0.0,On,NEM,Wind,,2014
MITSUI & CO (AUSTRALIA) LTD,Corporate Total,C,,237597,65999,45,431.0,476,,,,,,2014
MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,56229,15619,13869,590.0,14459,0.89,On,NEM,Gas,,2014
MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,54404,15112,11329,429.0,11758,0.75,On,NEM,Gas,,2014
MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,55751,15486,12359,563.0,12922,0.8,On,NEM,Gas,,2014
MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,F,VIC,114442,31789,25321,953.0,26274,0.8,On,NEM,Gas,,2014
MOMENTUM ENERGY PTY LIMITED,ST. Vincent's Hospital Cogeneration Plant,F,VIC,56462,15684,13743,632.0,14375,0.88,On,NEM,Gas,,2014
MOMENTUM ENERGY PTY LIMITED,Corporate Total,C,,337288,93691,76621,3167.0,79788,,,,,,2014
MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,F,VIC,224297,62305,0,0.0,0,0.0,On,NEM,Wind,,2014
MORTONS LANE WIND FARM (HOLDING) PTY LTD,Corporate Total,C,,224297,62305,0,0.0,0,,,,,,2014
NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED,Hazelwood Power Station,F,VIC,39489921,10969423,15354936,192118.0,15547054,1.4,On,NEM,Brown Coal,,2014
NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED,Corporate Total,C,,39489921,10969423,15354936,192118.0,15547054,,,,,,2014
NEW GULLEN RANGE WIND FARM  (HOLDING) PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1295661,359906,0,397.0,397,0.0,On,NEM,Wind,,2014
NEW GULLEN RANGE WIND FARM  (HOLDING) PTY LTD,Corporate Total,C,,1295661,359906,0,397.0,397,,,,,,2014
NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,F,WA,7750392,2152887,851682,3081.0,854763,0.4,On,SWIS,Gas,,2014
NEWGEN KWINANA HOLDINGS PTY LTD,Corporate Total,C,,7750392,2152887,851682,3081.0,854763,,,,,,2014
NRG VICTORIA I PTY LTD,Gladstone Power Station,F,QLD,23336871,6482464,6301561,55547.0,6357108,0.97,On,NEM,Black Coal,,2014
NRG VICTORIA I PTY LTD,Corporate Total,C,,23336871,6482464,6301561,55547.0,6357108,,,,,,2014
ORIGIN ENERGY LIMITED,Australand,F,NSW,4031,1120,668,48.0,716,0.6,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Ballarat Solar Park,F,VIC,658,183,0,2.0,2,0.0,On,NEM,Solar,,2014
ORIGIN ENERGY LIMITED,Bendigo Solar Park,F,VIC,1881,523,0,4.0,4,0.0,On,NEM,Solar,,2014
ORIGIN ENERGY LIMITED,Blackmores,F,NSW,4190,1164,807,50.0,857,0.69,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Bond,F,NSW,4349,1208,668,52.0,720,0.55,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Chifley Square,F,NSW,4395,1221,650,52.0,702,0.53,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Cullerin Wind Farm,F,NSW,325681,90467,19,105.0,124,0.0,On,NEM,Wind,,2014
ORIGIN ENERGY LIMITED,Dandenong,F,VIC,13681,3800,2129,232.0,2361,0.56,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Darling Downs Power Station,F,QLD,15616147,4337819,1767735,1581.0,1769316,0.41,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Drapac,F,VIC,2312,642,393,38.0,431,0.61,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Eraring Power Station,F,NSW,51539324,14316479,12289095,14022.0,12303117,0.86,On,NEM,Black Coal,,2014
ORIGIN ENERGY LIMITED,Exhibition Street,F,VIC,11341,3150,1710,186.0,1896,0.54,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Kent Street,F,NSW,11297,3138,1571,250.0,1821,0.5,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,La Trobe,F,VIC,3089,858,521,83.0,604,0.61,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Ladbroke Grove Power Station,F,SA,663862,184406,96421,516.0,96937,0.52,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Mirvac,F,NSW,17071,4742,2584,220.0,2804,0.54,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Mortlake Power Station,F,VIC,4188517,1163477,617279,5853.0,623132,0.53,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Mount,F,NSW,5847,1624,891,70.0,961,0.55,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Mt Stuart Power Station,F,QLD,110955,30821,27037,4121.0,31158,0.88,On,NEM,Kerosene,,2014
ORIGIN ENERGY LIMITED,Quarantine Power Station,F,SA,774888,215247,157160,2065.0,159225,0.73,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Roma Power Station,F,QLD,746188,207274,134645,681.0,135326,0.65,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Shoalhaven Scheme,F,NSW,276441,76789,2,73496.0,73498,0.0,On,NEM,Hydro,,2014
ORIGIN ENERGY LIMITED,Stockland Headquarters,F,NSW,4647,1291,745,56.0,801,0.58,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,University of NSW,F,NSW,8740,2428,1294,104.0,1398,0.53,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Uranquinty Power Station,F,NSW,1537782,427162,221484,5449.0,226933,0.52,On,NEM,Gas,,2014
ORIGIN ENERGY LIMITED,Corporate Total,C,,75877314,21077032,15325508,109336.0,15434844,,,,,,2014
OZGEN HOLDINGS AUSTRALIA PTY LTD,Callide C Power Station (facility),F,QLD,19988727,5552424,4961514,20952.0,4982466,0.89,On,NEM,Black Coal,"Please note that in some circumstances Joint Venture partners are required to report a full amount for each facility they have in a Joint Venture. This results in that facility appearing twice. The identified Joint Venture participants have each included the same data for the Callide C Power Station in their NGER reports. This is because neither participant had the greatest ability to introduce and implement the operating and environmental policies in relation to the facility, and a nomination of operational control has not been made.",2014
OZGEN HOLDINGS AUSTRALIA PTY LTD,Millmerran Power Station (facility),F,QLD,23865350,6629264,5384007,4129.0,5388136,0.81,On,NEM,Black Coal,,2014
OZGEN HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,,43854077,12181688,10345521,25081.0,10370602,,,,,,2014
PELICAN POINT POWER LIMITED,Pelican Point Power Station,F,SA,3708417,1030116,411975,6659.0,418634,0.4,On,NEM,Gas,,2014
PELICAN POINT POWER LIMITED,Corporate Total,C,,3708417,1030116,411975,6659.0,418634,,,,,,2014
POWER AND WATER CORPORATION,Katherine Region,FA,NT,63066,17518,12363,0.0,12363,0.08,Off,Off-grid,Multiple sources,,2014
POWER AND WATER CORPORATION,Northern (Darwin) Region,FA,NT,224073,62243,43878,0.0,43878,0.7,Off,Off-grid,Multiple sources,,2014
POWER AND WATER CORPORATION,Remote Centres Generation,FA,NT,51189,14219,10283,0.0,10283,0.72,Off,Off-grid,Multiple sources,,2014
POWER AND WATER CORPORATION,Southern Region,FA,NT,100879,28022,19683,0.0,19683,0.7,Off,Off-grid,Multiple sources,,2014
POWER AND WATER CORPORATION,Corporate Total,C,,439207,122002,86207,0.0,86207,,,,,,2014
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3520970,978047,607777,0.0,607777,0.62,On,DKIS,Gas,,2014
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,55966,15546,12589,0.0,12589,0.81,On,DKIS,Gas,,2014
POWER GENERATION CORPORATION,Kings Canyon,F,NT,6202,1723,1141,0.0,1141,0.66,Off,Off-grid,Solar,,2014
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,286571,79603,40674,0.0,40674,0.51,Off,Off-grid,Gas,,2014
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,334973,93048,62680,0.0,62680,0.67,Off,Off-grid,Gas,,2014
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,109184,30329,23220,0.0,23220,0.77,Off,Off-grid,Gas,,2014
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1576552,437931,270679,0.0,270679,0.62,On,DKIS,Gas,,2014
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,86710,24086,15800,0.0,15800,0.66,Off,Off-grid,Gas/Diesel,,2014
POWER GENERATION CORPORATION,Corporate Total,C,,5977128,1660313,1034560,0.0,1034560,,,,,,2014
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,F,VIC,57190,15886,20066,11653.0,31719,1.26,On,NEM,Biofuel,,2014
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Corporate Total,C,,57190,15886,20066,11653.0,31719,,,,,,2014
RATCH - AUSTRALIA CORPORATION LIMITED,Kemerton Power Station,F,WA,302277,83966,54862,2534.0,57396,0.65,On,SWIS,Gas/Diesel,,2014
RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,326963,90823,45,59.0,104,0.0,On,NEM,Wind,,2014
RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,F,VIC,186002,51667,20,269.0,289,0.0,On,NEM,Wind,,2014
RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,F,QLD,290779,80772,39843,2758.0,42601,0.49,On,NEM,Gas,,2014
RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,112473,31243,18,15.0,33,0.0,On,NEM,Wind,,2014
RATCH - AUSTRALIA CORPORATION LIMITED,Corporate Total,C,,1218494,338471,94788,5635.0,100423,,,,,,2014
REGIONAL POWER CORPORATION,Carnarvon Power Station,F,WA,165889,46080,26831,0.0,26831,0.58,Off,Off-grid,Gas,,2014
REGIONAL POWER CORPORATION,Horizon Power Aggregated Minor Power Stations,FA,WA,42232,11731,7794,0.0,7794,0.66,Off,Off-grid,Diesel,,2014
REGIONAL POWER CORPORATION,South Hedland Temporary Generation Power Station,F,WA,215850,59958,43013,0.0,43013,0.72,On,NWIS,Gas,,2014
REGIONAL POWER CORPORATION,Corporate Total,C,,423971,117770,77638,0.0,77638,,,,,,2014
RIO TINTO LIMITED,Paraburdoo Power Station,F,WA,2051703,569918,322110,0.0,322110,0.57,On,NWIS,Gas,,2014
RIO TINTO LIMITED,West Angelas Power Station,F,WA,2247,624,4670,0.0,4670,7.48,On,NWIS,Gas,,2014
RIO TINTO LIMITED,Yurralyi Maya Power Station,F,WA,3518017,977227,527491,0.0,527491,0.54,On,NWIS,Gas,,2014
RIO TINTO LIMITED,Corporate Total,C,,5571967,1547769,854271,0.0,854271,,,,,,2014
ROYALLA HOLDINGS ASSET PTY LTD,Royalla Solar Farm,F,ACT,49475,13743,0,85.0,85,0.0,On,NEM,Solar,,2014
