Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment,_query,latitude,longitude,geocode_status,formatted_address
SRPXVCO0,DHL Mt Atkinson WHA - Solar w SGU -VIC,VIC,0.2001,3029,Solar,13/09/2024,Unsuspended,0,,"DHL Mt Atkinson WHA - Solar w SGU -VIC, VIC, 3029, Australia",-37.7504491,144.7042216,OK,"Mount Atkinson, Truganina VIC 3029, Australia"
SRPXQLD8,Mackay North Water Recycling Facility - Solar - QLD,QLD,0.1993,4750,Solar,13/09/2024,Unsuspended,0,,"Mackay North Water Recycling Facility - Solar - QLD, QLD, 4750, Australia",-21.0306595,149.1443634,OK,"Bucasia QLD 4750, Australia"
SRPXQLD9,Nebo Road Water Treatment Plant 1 - Solar - QLD,QLD,0.2198,4740,Solar,13/09/2024,Unsuspended,0,,"Nebo Road Water Treatment Plant 1 - Solar - QLD, QLD, 4740, Australia",-21.1554478,149.1649103,OK,"Nebo Rd, Mackay QLD 4740, Australia"
SRPYNS03,Bunnings Minchinbury - Solar - NSW,NSW,0.1628,2770,Solar,11/09/2024,Unsuspended,0,,"Bunnings Minchinbury - Solar - NSW, NSW, 2770, Australia",-33.779441,150.8104188,OK,"Cnr Great Western Hwy &, John Hines Ave, Minchinbury NSW 2770, Australia"
SRPXVCN9,Bunnings Bayswater - Solar - VIC,VIC,0.24,3153,Solar,11/09/2024,Unsuspended,0,,"Bunnings Bayswater - Solar - VIC, VIC, 3153, Australia",-37.8303464,145.2797525,OK,"183/225 Canterbury Rd, Bayswater VIC 3153, Australia"
SRPYNS06,Charter Hall Cospak - Solar w SGU - NSW,NSW,0.5,2566,Solar,11/09/2024,Unsuspended,0,,"Charter Hall Cospak - Solar w SGU - NSW, NSW, 2566, Australia",-34.0317453,150.8493059,OK,"St Andrews NSW 2566, Australia"
SRPYNS04,Hunter Parking and Storage - Solar - NSW,NSW,0.2992,2300,Solar,11/09/2024,Unsuspended,0,,"Hunter Parking and Storage - Solar - NSW, NSW, 2300, Australia",-32.9289018,151.7680038,OK,"291 King St, Newcastle NSW 2300, Australia"
SRPXNSZ9,Bunnings Mittagong - Solar - NSW,NSW,0.27,2575,Solar,9/09/2024,Unsuspended,0,,"Bunnings Mittagong - Solar - NSW, NSW, 2575, Australia",-34.4285864,150.4882176,OK,"Corner Old Hume Highway &, Tyree Pl, Mittagong NSW 2575, Australia"
SRPXNSZ8,Clean Peak Energy - Cessnock - Solar - NSW,NSW,0.4593,2325,Solar,9/09/2024,Unsuspended,0,,"Clean Peak Energy - Cessnock - Solar - NSW, NSW, 2325, Australia",-32.8321587,151.3558797,OK,"Cessnock NSW 2325, Australia"
SRPXVCN7,BB Truss - Solar - VIC,VIC,0.2002,3550,Solar,9/09/2024,Unsuspended,0,,"BB Truss - Solar - VIC, VIC, 3550, Australia",-36.7489929,144.3220214,OK,"Piper Road, East Bendigo VIC 3550, Australia"
SRPXNSZ7,Grong Grong Solar Farm - Solar - NSW,NSW,1.7545,2652,Solar,9/09/2024,Unsuspended,0,,"Grong Grong Solar Farm - Solar - NSW, NSW, 2652, Australia",-34.7229291,146.7459965,OK,"Grong Grong NSW 2652, Australia"
SRPXQLD4,Pimpama Sports Hub - Solar - QLD,QLD,0.8081,4209,Solar,9/09/2024,Unsuspended,0,,"Pimpama Sports Hub - Solar - QLD, QLD, 4209, Australia",-27.8252833,153.2920419,OK,"139 Rifle Range Rd, Pimpama QLD 4209, Australia"
SRPYNS01,Goodman AU183 Oakdale West 2C+2D - Solar - NSW,NSW,0.42,2178,Solar,8/09/2024,Unsuspended,0,,"Goodman AU183 Oakdale West 2C+2D - Solar - NSW, NSW, 2178, Australia",-33.8769426,150.8027952,OK,"Kemps Creek NSW 2178, Australia"
SRPXVCN8,Goodman Port Melbourne Store A1 & A2 - Solar - VIC,VIC,0.4,3207,Solar,8/09/2024,Unsuspended,0,,"Goodman Port Melbourne Store A1 & A2 - Solar - VIC, VIC, 3207, Australia",-37.8244672,144.907711,OK,"310 Lorimer St, Port Melbourne VIC 3207, Australia"
SRPYNS05,AU186 Oakdale West 5A - Solar w SGU- NSW,NSW,0.6505,2178,Solar,8/09/2024,Unsuspended,0,,"AU186 Oakdale West 5A - Solar w SGU- NSW, NSW, 2178, Australia",-33.8769426,150.8027952,OK,"Kemps Creek NSW 2178, Australia"
SRPYNS02,AU723 Goodman Amazon Centennary DC - Solar  w SGU - NSW,NSW,0.41,2170,Solar,8/09/2024,Unsuspended,0,,"AU723 Goodman Amazon Centennary DC - Solar  w SGU - NSW, NSW, 2170, Australia",-33.9477825,150.9190988,OK,"Prestons NSW 2170, Australia"
SRPVWAM3,Jundee - Solar - WA,WA,17.0829,6646,Solar,6/09/2024,Unsuspended,0,,"Jundee - Solar - WA, WA, 6646, Australia",-26.354031,120.632401,OK,"Jundee, Wiluna WA 6646, Australia"
SRPVWAM4,Bellevue Gold - Solar - WA,WA,26.4624,6437,Solar,6/09/2024,Unsuspended,0,,"Bellevue Gold - Solar - WA, WA, 6437, Australia",-27.646838,120.5514399,OK,"Sir Samuel WA 6437, Australia"
SRPXQLA1,Kingaroy Solar Farm - Solar PV - QLD,QLD,53.6894,4610,Solar,4/09/2024,Unsuspended,0,,"Kingaroy Solar Farm - Solar PV - QLD, QLD, 4610, Australia",-26.5370868,151.8903979,OK,"FV7R+55, Kingaroy QLD 4610, Australia"
SRPXNSZ6,Pet Care Kitchen - Solar - NSW,NSW,0.5015,2870,Solar,4/09/2024,Unsuspended,0,,"Pet Care Kitchen - Solar - NSW, NSW, 2870, Australia",-33.1360481,148.1156446,OK,"339 Brolgan Rd, Parkes NSW 2870, Australia"
SRPVSAW0,Redmud Green Energy 192 Pty Ltd - Solar - SA,SA,6.3261,5254,Solar,4/09/2024,Unsuspended,0,,"Redmud Green Energy 192 Pty Ltd - Solar - SA, SA, 5254, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPXQLD3,Frenchville Sports Club - Solar - QLD,QLD,0.3732,4701,Solar,29/08/2024,Unsuspended,0,,"Frenchville Sports Club - Solar - QLD, QLD, 4701, Australia",-23.3572135,150.5294378,OK,"105 Clifton St, Berserker QLD 4701, Australia"
SRPXNSZ5,ISPT Fletcher Village - Solar w SGU - NSW,NSW,0.1496,2287,Solar,28/08/2024,Unsuspended,0,,"ISPT Fletcher Village - Solar w SGU - NSW, NSW, 2287, Australia",-32.8778054,151.6466235,OK,"Fletcher NSW 2287, Australia"
SRPXNSZ4,ROCKMAN-SOLAR-NSW,NSW,0.249,2164,Solar,27/08/2024,Unsuspended,0,,"ROCKMAN-SOLAR-NSW, NSW, 2164, Australia",-33.840959,150.883208,OK,"8/10 Potter Cl, Wetherill Park NSW 2164, Australia"
SRPXNSZ2,Space Urban 110 Somersby Falls Rd - Solar - NSW,NSW,0.1991,2250,Solar,26/08/2024,Unsuspended,0,,"Space Urban 110 Somersby Falls Rd - Solar - NSW, NSW, 2250, Australia",-33.4095117,151.2801574,OK,"110 Somersby Falls Rd, Somersby NSW 2250, Australia"
SRPXVCN5,Bright Brewery - Solar - VIC,VIC,0.1711,3741,Solar,23/08/2024,Unsuspended,0,,"Bright Brewery - Solar - VIC, VIC, 3741, Australia",-36.726437,146.9618432,OK,"121 Great Alpine Rd, Bright VIC 3741, Australia"
SRPXVCN6,Bunnings Port Melbourne - Solar - VIC,VIC,0.34,3207,Solar,23/08/2024,Unsuspended,0,,"Bunnings Port Melbourne - Solar - VIC, VIC, 3207, Australia",-37.8311324,144.9389338,OK,"501 Williamstown Rd, Port Melbourne VIC 3207, Australia"
SRPXNSZ0,Oran Park EN1 - Solar w SGU - NSW,NSW,0.5465,2570,Solar,22/08/2024,Unsuspended,0,,"Oran Park EN1 - Solar w SGU - NSW, NSW, 2570, Australia",-34.001245,150.739511,OK,"Oran Park NSW 2570, Australia"
SRPXNSZ1,Oran Park EN2 - Solar w SGU - NSW,NSW,0.2754,2570,Solar,22/08/2024,Unsuspended,0,,"Oran Park EN2 - Solar w SGU - NSW, NSW, 2570, Australia",-34.001245,150.739511,OK,"Oran Park NSW 2570, Australia"
SRPXVCN3,Bunnings Pakenham - Solar - VIC,VIC,0.29,3810,Solar,21/08/2024,Unsuspended,0,,"Bunnings Pakenham - Solar - VIC, VIC, 3810, Australia",-38.061174,145.4575346,OK,"855 Princes Hwy, Pakenham VIC 3810, Australia"
SRPXQLD2,DHLS33 Global Forwarding Project Lawson - Solar w SGU - QLD,QLD,0.1701,4008,Solar,21/08/2024,Unsuspended,0,,"DHLS33 Global Forwarding Project Lawson - Solar w SGU - QLD, QLD, 4008, Australia",-27.3858666,153.1207447,OK,"Brisbane Airport QLD 4008, Australia"
SRPXNSG9,Frenchs Forest - Solar w SGU - NSW,NSW,0.2574,2086,Solar,20/08/2024,Unsuspended,0,,"Frenchs Forest - Solar w SGU - NSW, NSW, 2086, Australia",-33.7473073,151.2248157,OK,"Frenchs Forest NSW 2086, Australia"
SRPVAC45,Belconnen Market - Solar w SGU - ACT,ACT,0.5396,2617,Solar,20/08/2024,Unsuspended,0,,"Belconnen Market - Solar w SGU - ACT, ACT, 2617, Australia",-35.2458415,149.0653649,OK,"10 Lathlain St, Belconnen ACT 2617, Australia"
SRPVSAW6,Mannum Solar and BESS - Solar - SA,SA,5.08,5238,Solar,20/08/2024,Unsuspended,0,,"Mannum Solar and BESS - Solar - SA, SA, 5238, Australia",-34.91091230000001,139.3067877,OK,"Mannum SA 5238, Australia"
SRPXNSY5,Redmud Green Energy 149 Pty Ltd - Solar- NSW,NSW,6.357,2341,Solar,19/08/2024,Unsuspended,0,,"Redmud Green Energy 149 Pty Ltd - Solar- NSW, NSW, 2341, Australia",-31.2532183,146.921099,OK,"New South Wales, Australia"
SRPVWAL8,Cunderdin Hybrid PV Solar and BESS - Solar - WA,WA,127.932,6407,Solar,19/08/2024,Unsuspended,0,,"Cunderdin Hybrid PV Solar and BESS - Solar - WA, WA, 6407, Australia",-31.6274639,117.2328498,OK,"Cunderdin WA 6407, Australia"
SRPVWAM1,NSR Porphyry Mine 1 - Solar - WA,WA,4.455,6431,Solar,19/08/2024,Unsuspended,0,,"NSR Porphyry Mine 1 - Solar - WA, WA, 6431, Australia",-29.5392065,125.5657862,OK,"Western Australia 6431, Australia"
SRPVWAM0,Eagle Bay Brewing - Solar WSGU - WA,WA,0.1429,6281,Solar,19/08/2024,Unsuspended,0,,"Eagle Bay Brewing - Solar WSGU - WA, WA, 6281, Australia",-33.5631344,115.0632331,OK,"Eagle Bay WA 6281, Australia"
SRPXQLD1,CSIRO - Pullenvale - Solar - QLD,QLD,0.7608,4069,Solar,15/08/2024,Unsuspended,0,,"CSIRO - Pullenvale - Solar - QLD, QLD, 4069, Australia",-27.5282541,152.9107853,OK,"1 Technology Ct, Pullenvale QLD 4069, Australia"
SRPXQLD0,LOREAL - SOLAR w SGU - QLD,QLD,0.3476,4301,Solar,15/08/2024,Unsuspended,0,,"LOREAL - SOLAR w SGU - QLD, QLD, 4301, Australia",-27.628802,152.8558773,OK,"Collingwood Park QLD 4301, Australia"
SRPXQL36,AU918 Redbank Bapcor - Solar - QLD,QLD,1.7995,4301,Solar,14/08/2024,Unsuspended,0,,"AU918 Redbank Bapcor - Solar - QLD, QLD, 4301, Australia",-27.592329,152.8677969,OK,"15 Northcott Pl, Redbank QLD 4301, Australia"
SRPXNSK2,Coffs Central - Solar w SGU - NSW,NSW,0.3031,2450,Solar,13/08/2024,Unsuspended,0,,"Coffs Central - Solar w SGU - NSW, NSW, 2450, Australia",-30.2936707,153.1075919,OK,"Coffs Central, 61 W High St, Coffs Harbour NSW 2450, Australia"
SRPXNSZ3,Bunnings Tuggerah - Solar - NSW,NSW,0.24,2259,Solar,13/08/2024,Unsuspended,0,,"Bunnings Tuggerah - Solar - NSW, NSW, 2259, Australia",-33.311136,151.4212783,OK,"Corner Bryant Drive &, Wyong Rd, Tuggerah NSW 2259, Australia"
SRPXVCN1,"Taylors Road, Dandenong South - Solar - VIC",VIC,1.5,3175,Solar,9/08/2024,Unsuspended,0,,"Taylors Road, Dandenong South - Solar - VIC, VIC, 3175, Australia",-38.0575209,145.2248661,OK,"Taylors Rd, Dandenong South VIC 3175, Australia"
SRPXVCN2,Frasers IVE - Solar w SGU - VIC,VIC,0.5004,3195,Solar,9/08/2024,Unsuspended,0,,"Frasers IVE - Solar w SGU - VIC, VIC, 3195, Australia",-38.0005492,145.1044805,OK,"Aspendale VIC 3195, Australia"
SRPVWAL9,Region Group Stirlings Central - Solar - WA,WA,0.7588,6530,Solar,8/08/2024,Unsuspended,0,,"Region Group Stirlings Central - Solar - WA, WA, 6530, Australia",-28.7751038,114.6121177,OK,"54 Sanford St, Geraldton WA 6530, Australia"
SRPXVCN0,"Eumemmerring  (Unit 3, 4A, 4B) - Solar w SGU - VIC",VIC,0.9004,3175,Solar,7/08/2024,Unsuspended,0,,"Eumemmerring  (Unit 3, 4A, 4B) - Solar w SGU - VIC, VIC, 3175, Australia",-37.9963814,145.2504506,OK,"Eumemmerring VIC 3177, Australia"
SRPXVCM9,Woolworths Ararat 3164 - Solar - VIC,VIC,0.2374,3377,Solar,6/08/2024,Unsuspended,0,,"Woolworths Ararat 3164 - Solar - VIC, VIC, 3377, Australia",-37.2823768,142.9271515,OK,"3 Ingor St, Ararat VIC 3377, Australia"
WD00NS23,Crookwell 3 Wind Farm - Wind - NSW,NSW,57.6,2580,Wind,5/08/2024,Unsuspended,0,,"Crookwell 3 Wind Farm - Wind - NSW, NSW, 2580, Australia",-34.4579714,149.4702764,OK,"Crookwell NSW 2583, Australia"
SRPXNSY8,Warrawong-Solar-NSW,NSW,0.528,2502,Solar,5/08/2024,Unsuspended,0,,"Warrawong-Solar-NSW, NSW, 2502, Australia",-34.4846129,150.8804891,OK,"Warrawong NSW 2502, Australia"
SRPVSAW1,Agile Energy - CenturiaF&W - 200kW - Solar w SGU - SA,SA,0.1996,5000,Solar,5/08/2024,Unsuspended,0,,"Agile Energy - CenturiaF&W - 200kW - Solar w SGU - SA, SA, 5000, Australia",-34.9328294,138.6038129,OK,"Adelaide SA 5000, Australia"
SRPXQLC5,Agile Energy - Robina35TCD - 157kW - Solar w SGU - QLD,QLD,0.1569,4226,Solar,5/08/2024,Unsuspended,0,,"Agile Energy - Robina35TCD - 157kW - Solar w SGU - QLD, QLD, 4226, Australia",-28.0648601,153.3859379,OK,"Robina QLD 4226, Australia"
SRPXVCM8,Walpole Dairy - Solar wSGU - VIC,VIC,0.1996,3638,Solar,2/08/2024,Unsuspended,0,,"Walpole Dairy - Solar wSGU - VIC, VIC, 3638, Australia",-36.0388917,145.2038278,OK,"Yielima VIC 3638, Australia"
SRPVAC43,BF HUME - SOLAR - ACT,ACT,0.2521,2620,Solar,31/07/2024,Unsuspended,0,,"BF HUME - SOLAR - ACT, ACT, 2620, Australia",-35.3937568,149.1631726,OK,"Hume ACT 2620, Australia"
SRPXNSY9,Rosebery Engine Yards - Solar - NSW,NSW,0.25,2018,Solar,30/07/2024,Unsuspended,0,,"Rosebery Engine Yards - Solar - NSW, NSW, 2018, Australia",-33.9183522,151.2021172,OK,"115/151 Dunning Ave, Rosebery NSW 2018, Australia"
SRPXNSY7,Bunnings Seven Hills - Solar - NSW,NSW,0.37,2147,Solar,29/07/2024,Unsuspended,0,,"Bunnings Seven Hills - Solar - NSW, NSW, 2147, Australia",-33.7666615,150.9569554,OK,"Old Windsor Rd, Seven Hills NSW 2147, Australia"
SRPXVCM7,Caron Labs - Solar W SGU - VIC,VIC,0.1403,3215,Solar,29/07/2024,Unsuspended,0,,"Caron Labs - Solar W SGU - VIC, VIC, 3215, Australia",-38.1227598,144.3449861,OK,"148/150 Victoria St, North Geelong VIC 3215, Australia"
SRPXQLC9,Duckworth St Garbutt - Solar - QLD,QLD,0.424,4814,Solar,29/07/2024,Unsuspended,0,,"Duckworth St Garbutt - Solar - QLD, QLD, 4814, Australia",-19.2716417,146.7599434,OK,"Duckworth St, Garbutt QLD 4814, Australia"
SRPXQLC8,Cronos Steel - Solar w SGU - QLD,QLD,0.174,4131,Solar,26/07/2024,Unsuspended,0,,"Cronos Steel - Solar w SGU - QLD, QLD, 4131, Australia",-27.6620014,153.1278417,OK,"56 Badu Ct, Meadowbrook QLD 4131, Australia"
SRPXNSY6,AGRIGHT GRIFFITH - Solar - NSW,NSW,3.9798,2652,Solar,25/07/2024,Unsuspended,0,,"AGRIGHT GRIFFITH - Solar - NSW, NSW, 2652, Australia",-34.2372992,145.9358581,OK,"Griffith, NSW, Australia"
SRPXNSY4,Al Noori Muslim School - Solar - NSW,NSW,0.7023,2190,Solar,24/07/2024,Unsuspended,0,,"Al Noori Muslim School - Solar - NSW, NSW, 2190, Australia",-33.9117518,151.0504678,OK,"75 Greenacre Rd, Greenacre NSW 2190, Australia"
SRPVWAL6,Yiramalay Studio School-Solar-WA,WA,0.363,6728,Solar,23/07/2024,Unsuspended,0,,"Yiramalay Studio School-Solar-WA, WA, 6728, Australia",-17.7377305,125.3677425,OK,"Fairfield-Leopold Downs Rd, Wunaamin Miliwundi Ranges WA 6728, Australia"
SRPXVC62,Bostocks Creek - Solar - VIC,VIC,6.4116,3260,Solar,23/07/2024,Unsuspended,0,,"Bostocks Creek - Solar - VIC, VIC, 3260, Australia",-38.2959375,143.1154234,OK,"Bostocks Creek VIC 3260, Australia"
SRPXNSY3,Greenhill Mushrooms - Solar w SGU - NSW,NSW,0.2994,2178,Solar,23/07/2024,Unsuspended,0,,"Greenhill Mushrooms - Solar w SGU - NSW, NSW, 2178, Australia",-33.9079971,150.7657318,OK,"290 Ramsay Rd, Kemps Creek NSW 2178, Australia"
SRPXNSY2,AU870 Interchange Park 8 Interchange Dr - Solar w SGU - NSW,NSW,0.4853,2766,Solar,22/07/2024,Unsuspended,0,,"AU870 Interchange Park 8 Interchange Dr - Solar w SGU - NSW, NSW, 2766, Australia",-33.8018006,150.8436994,OK,"Interchange Park, Interchange Dr, Eastern Creek NSW 2766, Australia"
SRPVSAW2,Prince Alfred College - Solar w SGU - SA,SA,0.2,5067,Solar,22/07/2024,Unsuspended,0,,"Prince Alfred College - Solar w SGU - SA, SA, 5067, Australia",-34.9225385,138.61884,OK,"23 Dequetteville Terrace, Kent Town SA 5067, Australia"
SRPXQLC7,CHARTER HALL-WACOL-SOLAR-W SGU-QLD,QLD,0.2335,4076,Solar,21/07/2024,Unsuspended,0,,"CHARTER HALL-WACOL-SOLAR-W SGU-QLD, QLD, 4076, Australia",-27.5786368,152.9264759,OK,"Darra QLD 4076, Australia"
SRPXNSF0,Rapid Plus - Solar w SGU - NSW,NSW,0.8775,2340,Solar,19/07/2024,Unsuspended,0,,"Rapid Plus - Solar w SGU - NSW, NSW, 2340, Australia",-31.2814691,151.0471355,OK,"New South Wales 2340, Australia"
SRPXVC97,Newstead Solar Farm - Solar - VIC,VIC,2.841,3462,Solar,19/07/2024,Unsuspended,0,,"Newstead Solar Farm - Solar - VIC, VIC, 3462, Australia",-37.1094702,144.0188131,OK,"71 Captains Gully Rd, Newstead VIC 3462, Australia"
SRPXVC98,Brooklyn Depot - Solar - VIC,VIC,1.2495,3012,Solar,17/07/2024,Unsuspended,0,,"Brooklyn Depot - Solar - VIC, VIC, 3012, Australia",-37.8147832,144.8533552,OK,"Shed 11/556 Geelong Rd, Brooklyn VIC 3012, Australia"
SRPVWAL7,FREDERICK IRWIN ANGLICAN SCHOOL - Solar - WA,WA,0.2566,6210,Solar,16/07/2024,Unsuspended,0,,"FREDERICK IRWIN ANGLICAN SCHOOL - Solar - WA, WA, 6210, Australia",-32.5461633,115.7220148,OK,"Falcon WA 6210, Australia"
SRPXQLC6,Wongaburra Society - Solar  - QLD,QLD,0.3581,4285,Solar,16/07/2024,Unsuspended,0,,"Wongaburra Society - Solar  - QLD, QLD, 4285, Australia",-27.9697124,152.9946861,OK,"210-218 Brisbane St, Beaudesert QLD 4285, Australia"
SRPVSAJ4,NIPPYS 400kW- SOLAR W SGU - SA,SA,0.4998,5332,Solar,16/07/2024,Unsuspended,0,,"NIPPYS 400kW- SOLAR W SGU - SA, SA, 5332, Australia",-34.35170069999999,140.2862819,OK,"Yinkanie SA 5332, Australia"
SRPXQLC2,"Endeavour Blvd, North Lakes - Solar - QLD",QLD,0.2705,4509,Solar,12/07/2024,Unsuspended,0,,"Endeavour Blvd, North Lakes - Solar - QLD, QLD, 4509, Australia",-27.2321771,153.0097661,OK,"Endeavour Blvd, North Lakes QLD 4509, Australia"
SRPXQLC3,Morayfield Super Centre - Solar w SGU - QLD,QLD,0.1991,4506,Solar,12/07/2024,Unsuspended,0,,"Morayfield Super Centre - Solar w SGU - QLD, QLD, 4506, Australia",-27.117362,152.9516749,OK,"312 Morayfield Rd, Morayfield QLD 4506, Australia"
SRPVWAJ9,Lakelands Shopping Centre - Solar - WA,WA,0.2994,6180,Solar,11/07/2024,Unsuspended,0,,"Lakelands Shopping Centre - Solar - WA, WA, 6180, Australia",-32.4707219,115.7604282,OK,"49 Mandurah Rd, Lakelands WA 6180, Australia"
SRPXNSA5,Barooga Sports Club - Solar w SGU - NSW,NSW,0.3021,3644,Solar,10/07/2024,Unsuspended,0,,"Barooga Sports Club - Solar w SGU - NSW, NSW, 3644, Australia",-35.9075675,145.6951142,OK,"Barooga NSW 3644, Australia"
SRPVWAB5,Karratha Depot - Solar PV - WA,WA,0.189,6714,Solar,10/07/2024,Unsuspended,0,,"Karratha Depot - Solar PV - WA, WA, 6714, Australia",-20.7336955,116.8447057,OK,"Karratha WA 6714, Australia"
SRPXVC49,METCASH - SOLAR - VIC,VIC,2.7007,3024,Solar,10/07/2024,Unsuspended,0,,"METCASH - SOLAR - VIC, VIC, 3024, Australia",-37.8706337,144.5875645,OK,"Mambourin VIC 3024, Australia"
SRPXNS85,Narromine Renewable Energy Project - Solar - NSW,NSW,6.7399,2821,Solar,10/07/2024,Unsuspended,0,,"Narromine Renewable Energy Project - Solar - NSW, NSW, 2821, Australia",-32.2328429,148.2394429,OK,"Narromine NSW 2821, Australia"
SRPVSAJ5,Agile Energy RFSA - 250kW Solar - SA,SA,0.251,5084,Solar,10/07/2024,Unsuspended,0,,"Agile Energy RFSA - 250kW Solar - SA, SA, 5084, Australia",-25.274398,133.775136,OK,Australia
SRPXQLB9,Capestone Blvd & Napier - Solar w SGU - QLD,QLD,0.5203,4509,Solar,8/07/2024,Unsuspended,0,,"Capestone Blvd & Napier - Solar w SGU - QLD, QLD, 4509, Australia",-27.2314585,153.0360174,OK,"Capestone Blvd, Mango Hill QLD 4509, Australia"
SRPXQLC1,Collinsville Water Treatment Plant - Solar - QLD,QLD,0.2527,4804,Solar,8/07/2024,Unsuspended,0,,"Collinsville Water Treatment Plant - Solar - QLD, QLD, 4804, Australia",-20.5530632,147.8442539,OK,"Collinsville QLD 4804, Australia"
SRPXQLC0,Harbourside Woree - Solar w SGU - QLD,QLD,0.1461,4868,Solar,8/07/2024,Unsuspended,0,,"Harbourside Woree - Solar w SGU - QLD, QLD, 4868, Australia",-16.9501191,145.7521961,OK,"1 Ponzo St, Woree QLD 4868, Australia"
SRPVNSZ9,Sydney Lambs Pty Ltd - Solar w SGU - NSW,NSW,0.1596,2140,Solar,4/07/2024,Unsuspended,0,,"Sydney Lambs Pty Ltd - Solar w SGU - NSW, NSW, 2140, Australia",-33.851676,151.053481,OK,"128 Bombay St, Lidcombe NSW 2141, Australia"
SRPXNS43,Schwartz Family Solar farm No 2 - Solar - NSW,NSW,6.552,2325,Solar,3/07/2024,Unsuspended,0,,"Schwartz Family Solar farm No 2 - Solar - NSW, NSW, 2325, Australia",-32.9380528,151.1869325,OK,"Aberdare NSW 2325, Australia"
SRPXNS05,Opal Cove Korora - Solar w SGU - NSW,NSW,0.2387,2450,Solar,2/07/2024,Unsuspended,0,,"Opal Cove Korora - Solar w SGU - NSW, NSW, 2450, Australia",-30.252445,153.1392322,OK,"Opal Blvd, Korora NSW 2450, Australia"
WD00VC49,Ryan Corner Wind Farm - Wind - Vic,VIC,218.4,3284,Wind,1/07/2024,Unsuspended,0,,"Ryan Corner Wind Farm - Wind - Vic, VIC, 3284, Australia",-38.2711563,142.1400299,OK,"Hamilton-Port Fairy Rd, Orford VIC 3284, Australia"
SRPVQLY4,Macgregor Home Centre - Solar _ PV w/SGU - QLD,QLD,0.5374,4109,Solar,28/06/2024,Unsuspended,0,,"Macgregor Home Centre - Solar _ PV w/SGU - QLD, QLD, 4109, Australia",-27.5627517,153.0701751,OK,"555 Kessels Rd, MacGregor QLD 4109, Australia"
SRPXNSY0,CHARTER HALL-ROOTYHILL 1-SOLAR-W SGU-NSW,NSW,0.2497,2766,Solar,26/06/2024,Unsuspended,0,,"CHARTER HALL-ROOTYHILL 1-SOLAR-W SGU-NSW, NSW, 2766, Australia",-33.7715246,150.843841,OK,"Rooty Hill NSW 2766, Australia"
SRPXNSY1,CHARTER HALL-ROOTYHILL 2-SOLAR-W SGU-NSW,NSW,0.2502,2766,Solar,26/06/2024,Unsuspended,0,,"CHARTER HALL-ROOTYHILL 2-SOLAR-W SGU-NSW, NSW, 2766, Australia",-33.7715246,150.843841,OK,"Rooty Hill NSW 2766, Australia"
SRPXVC48,Glass Expansion - Solar - VIC,VIC,0.3001,3207,Solar,26/06/2024,Unsuspended,0,,"Glass Expansion - Solar - VIC, VIC, 3207, Australia",-37.82235319999999,144.9190808,OK,"6 Central Blvd, Port Melbourne VIC 3207, Australia"
SRPVNSY2,Gosford Hospital - Solar -  NSW,NSW,1.2006,2250,Solar,25/06/2024,Unsuspended,0,,"Gosford Hospital - Solar -  NSW, NSW, 2250, Australia",-33.4201791,151.339506,OK,"75 Holden St, Gosford NSW 2250, Australia"
SRPXVCM4,Girgarre Solar Farm - Solar - VIC,VIC,93.4853,3624,Solar,25/06/2024,Unsuspended,0,,"Girgarre Solar Farm - Solar - VIC, VIC, 3624, Australia",-36.426125,144.922155,OK,"Morrissey Rd, Stanhope VIC 3623, Australia"
SRPVNST2,CSR Gyprock Wetherill Park - Solar - NSW,NSW,2.0017,2164,Solar,24/06/2024,Unsuspended,0,,"CSR Gyprock Wetherill Park - Solar - NSW, NSW, 2164, Australia",-33.844945,150.9025145,OK,"376 Victoria St, Wetherill Park NSW 2164, Australia"
SRPXQLB8,Ashmore Shopping Centre - Solar w SGU - QLD,QLD,0.3998,4214,Solar,21/06/2024,Unsuspended,0,,"Ashmore Shopping Centre - Solar w SGU - QLD, QLD, 4214, Australia",-27.9786528,153.3804098,OK,"Ashmore Shopping Centre, 206 Currumburra Rd, Ashmore QLD 4214, Australia"
SRPVWAB6,Woolworths Clarkson 4431 - Solar - WA,WA,0.4122,6030,Solar,20/06/2024,Unsuspended,0,,"Woolworths Clarkson 4431 - Solar - WA, WA, 6030, Australia",-31.6897363,115.7193865,OK,"Clarkson WA 6030, Australia"
SRPVVCU7,7 CALLISTER - SOLAR w SGU - VIC,VIC,0.1525,3064,Solar,20/06/2024,Unsuspended,0,,"7 CALLISTER - SOLAR w SGU - VIC, VIC, 3064, Australia",-37.58332230000001,144.9489841,OK,"7 Callister Place, Craigieburn VIC 3064, Australia"
SRPXVC47,7A CALLISTER - SOLAR w SGU - VIC,VIC,0.4171,3064,Solar,20/06/2024,Unsuspended,0,,"7A CALLISTER - SOLAR w SGU - VIC, VIC, 3064, Australia",-37.58332230000001,144.9489841,OK,"7A Callister Place, Craigieburn VIC 3064, Australia"
