Code,Label,Year,Number of non-employing businesses,Number of employing businesses: 1-4 employees,Number of employing businesses: 5-19 employees,Number of employing businesses: 20 or more employees,Total number of businesses,Number of non-employing business entries,Number of employing business entries: 1-4 employees,Number of employing business entries: 5-19 employees,Number of employing business entries: 20 or more employees,Total number of business entries,Number of non-employing business exits,Number of employing business exits: 1-4 employees,Number of employing business exits: 5-19 employees,Number of employing business exits: 20 or more employees,Total number of business exits,"Agriculture, forestry and fishing (no.)",Mining (no.),Manufacturing (no.),"Electricity, gas, water and waste services (no.)",Construction (no.),Wholesale trade (no.),Retail trade (no.),Accommodation and food services (no.),"Transport, postal and warehousing (no.)",Information media and telecommunications (no.),Financial and insurance services (no.),"Rental, hiring and real estate services (no.)","Professional, scientific and technical services (no.)",Administrative and support services (no.),Public administration and safety (no.),Education and training (no.),Health care and social assistance (no.),Arts and recreation services (no.),Other services (no.),Currently unknown (no.),Number of businesses with turnover of zero to less than $50k,Number of businesses with turnover of $50k to less than $200k,Number of businesses with turnover of $200k to less than $2m,Number of businesses with turnover of $2m to less than $5m,Number of businesses with turnover of $5m to less than $10m,Number of businesses with turnover of $10m or more,Number of business entries with turnover of zero to less than $50k,Number of business entries with turnover of $50k to less than $200k,Number of business entries with turnover of $200k to less than $2m,Number of business entries with turnover of $2m to less than $5m,Number of business entries with turnover of $5m to less than $10m,Number of business entries with turnover of $10m or more,Number of business exits with turnover of zero to less than $50k,Number of business exits with turnover of $50k to less than $200k,Number of business exits with turnover of $200k to less than $2m,Number of business exits with turnover of $2m to less than $5m,Number of business exits with turnover of $5m to less than $10m,Number of business exits with turnover of $10m or more,Private sector houses (no.),Private sector dwellings excluding houses (no.),Total private sector dwelling units (no.),Total dwelling units (no.),Value of private sector houses ($m),Value of private sector dwellings excluding houses ($m),Total value of private sector dwelling units ($m),Value of residential building ($m),Value of non-residential building ($m),Value of total building ($m),Number of established house transfers (no.),Median price of established house transfers ($),Number of attached dwelling transfers (no.),Median price of attached dwelling transfers ($),Debtors entering business related personal insolvencies (no.),Debtors entering non-business related personal insolvencies (no.),Total debtors entering personal insolvencies (no.),Managers (no.),Professionals (no.),Technicians and trades workers (no.),Community and personal service workers (no.),Clerical and administrative workers (no.),Sales workers (no.),Machinery operators and drivers (no.),Labourers (no.),Debtors with other or unknown occupations (no.),Area of holding - total area (ha),Dairy cattle - total (no.),Meat cattle - total (no.),Sheep and lambs - total (no.),Pigs - total (no.),Meat chickens - total (no.),Broadacre crops - total area (ha),Vegetables - total area (ha),Orchard fruit trees and nut trees (produce intended for sale) - total area - (ha),Agricultural production - total gross value ($m),Crops - total gross value ($m),Livestock slaughtered and other disposals - total gross value ($m),"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing (%),"Electricity, gas, water and waste services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, postal and warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, hiring and real estate services (%)","Professional, scientific and technical services (%)",Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Industry of employment inadequately described or not stated (%),Total persons employed aged 15 years and over (no.),Houses - additions (no.),Houses - removals (no.),Houses - total (no.),Townhouses - additions (no.),Townhouses - removals (no.),Townhouses - total (no.),Apartments - additions (no.),Apartments - removals (no.),Apartments - total (no.),Total dwelling additions (no.),Total dwelling removals (no.),Total dwellings (no.)
3,Queensland,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2313,6838,9148,882,778,1468,1023,1142,843,968,1178,858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24602,2217,1502110,8174,23,235243,15859,64,271704,48635,2304,2010628
3,Queensland,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70150,490000,28230,390000,2305,7111,9418,932,883,1443,1113,1139,863,1042,1185,818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24595,2481,1524224,7998,67,243174,12354,62,283996,44947,2610,2052965
3,Queensland,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21436,11154,32590,33162,7710,3509,11219,11830,8656,20486,63439,490000,25334,389000,2106,6109,8216,770,777,1290,961,1049,711,887,1148,616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24413,2364,1546273,5862,20,249016,8984,119,292861,39268,2503,2089730
3,Queensland,2020.0,276478,112486,42945,12002,443911,-,-,-,-,-,-,-,-,-,-,40737,1825,16638,1400,77086,13635,25738,17774,35374,3480,17581,53036,53927,19629,1222,6792,29297,5633,22638,469,115813,143474,154194,18159,6252,6019,-,-,-,-,-,-,-,-,-,-,-,-,20322,9875,30197,30492,7593,3230,10824,11430,9227,20658,66377,492000,26465,395000,1614,4541,6157,617,614,904,750,702,467,654,837,601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20521,2336,1564458,5519,66,254469,9736,58,302539,35776,2460,2123046
3,Queensland,2021.0,270926,133587,44445,11855,460813,47544,19978,1603,208,69333,43366,8014,1763,307,53450,41177,1785,17224,1451,79274,14008,27446,18574,34571,3727,18604,54488,56791,20596,1198,7148,31738,6144,24451,418,128447,145573,155908,18310,6387,6188,29903,26694,12157,364,122,93,26863,16873,8976,553,161,141,29532,12016,41548,41914,11082,4345,15427,16232,8928,25160,98633,525000,43114,429000,855,2236,3091,336,285,439,367,295,199,319,377,474,134842014.5,123252.9,10605366,2079829.4,754884.6,22365524.9,2633226.5,39108.6,43323,14552.7,6982.2,6936.2,2.6,2.3,5.7,1.2,9.1,2.4,9.3,7.2,4.7,1,2.6,1.8,6.7,3.4,6.2,8.8,15.4,1.5,3.9,4.5,2444090,20276,2813,1581921,4462,58,258873,5338,128,307749,30092,2999,2150139
3,Queensland,2022.0,285839,137363,46174,12926,482302,56100,21278,1843,288,79509,44334,12236,2451,384,59405,41872,1848,17930,1530,82950,14210,28891,19311,34450,3921,19621,57289,59850,21691,1226,7590,34754,6640,26359,369,122073,153572,170995,21058,7467,7137,30437,33308,14891,571,152,150,26765,16815,8951,560,160,144,24332,13759,38091,38469,11014,5431,16445,17343,11067,28409,104335,617000,51513,475000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25839,3601,1604159,3923,116,262680,5069,160,312658,34862,3877,2181124
3,Queensland,2023.0,299839,135427,47597,14162,497025,55942,20647,1778,238,78605,52621,13608,2707,458,69394,41935,1834,18288,1601,85501,14398,29354,19601,36272,3972,20292,57939,61513,23045,1272,7769,37418,6976,27605,440,116840,160721,180411,22728,8189,8136,26077,35869,15838,556,141,124,31733,23041,13555,902,252,245,21371,13977,35348,35845,11239,7274,18513,19544,16275,35819,80414,652000,41053,510000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,Queensland,2024.0,312614,134743,48130,14957,510444,58546,20077,1927,289,80839,52957,12735,2652,472,68816,41551,1895,18364,1632,87004,14359,29403,19896,39062,4002,21218,59515,63276,23618,1269,7941,40596,7147,28393,303,117664,163303,187874,23993,8744,8862,27247,36124,16589,609,173,105,29858,24035,13628,860,234,212,21600,10887,32487,32922,12260,5707,17967,19040,15093,34134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,South Australia,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50020160,140605,1021635,10581222,371327,-,-,-,-,-,-,-,3.9,1.3,10.5,1.3,7.5,3.5,11.2,6.3,4.2,1.4,3,1.3,5.5,3.4,7.1,7.9,13.6,1.3,3.9,1.9,739359,-,-,-,-,-,-,-,-,-,-,-,-
4,South Australia,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,442,1311,1751,159,123,251,203,193,152,176,251,253,47579721,134716,913890,10744162,408468,12277875,3162312,-,-,6228.8,3587.4,1952.6,4,1.2,8,1.2,7.6,2.8,10.7,6.7,4.1,1.3,2.7,1.3,5.6,3.6,7.1,8.6,14.8,1.4,3.9,3.3,746105,-,-,-,-,-,-,-,-,-,-,-,-
4,South Australia,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,405,1469,1873,153,154,259,231,205,166,175,266,276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7248,2458,600729,1547,263,113835,1074,190,54292,9870,2911,769825
4,South Australia,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22497,415000,7799,365000,437,1525,1965,180,170,272,245,230,164,192,256,257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7754,2826,605657,1721,330,115226,1260,184,55368,10739,3340,777224
4,South Australia,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7909,2713,10622,10762,2413,632,3045,3136,2102,5238,21457,425000,7703,372000,350,1278,1628,155,158,218,200,160,121,157,250,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8094,2551,611200,1990,401,116815,1676,9,57035,11771,2961,786034
4,South Australia,2020.0,96066,31606,13947,3764,145383,-,-,-,-,-,-,-,-,-,-,17097,521,6323,581,23544,5307,8510,6097,11076,980,6003,18164,14953,5855,361,1663,9872,1605,6646,225,37900,48051,49618,5882,2018,1914,-,-,-,-,-,-,-,-,-,-,-,-,7867,3399,11266,11734,2458,923,3381,3553,3193,6746,20780,425000,7514,375250,314,904,1215,117,97,153,173,134,73,117,175,177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6870,2467,615603,1435,279,117971,961,51,57945,9266,2797,792503
4,South Australia,2021.0,95196,36244,14326,3696,149462,14795,4321,505,69,19690,13309,1847,478,84,15718,17076,513,6401,599,24189,5349,8844,6415,11119,1040,6139,18605,15578,6141,356,1815,10459,1650,6976,198,40774,48943,49738,6068,1991,1948,8288,7806,3386,142,41,27,8093,4669,2688,163,47,49,11427,2457,13884,14078,3496,723,4219,4352,3825,8177,26174,450000,9886,398125,142,496,642,51,51,73,75,58,41,56,73,152,46180543.4,111049.4,936715.2,10777694.2,379712.6,23471623.1,3777232.5,-,24959.2,7682,5220.1,1753.7,3.8,1.3,7.2,1.3,8.3,2.4,9.7,6.6,4.1,1,2.8,1.2,6.2,3.8,6.7,8.8,16.4,1.4,3.9,3.3,839414,8137,2927,620813,1435,254,119152,1501,185,59261,11076,3366,800213
4,South Australia,2022.0,99564,37697,14863,4007,156131,17839,4906,553,105,23403,13477,2743,613,94,16927,17089,521,6648,617,25370,5498,9160,6683,11688,1097,6477,19269,16265,6623,385,2007,11209,1834,7533,158,39537,51276,53916,6839,2365,2198,9248,9795,4056,189,61,54,8095,4658,2682,161,47,51,9818,2920,12738,12801,3385,986,4371,4535,5731,10266,28271,537500,10900,420000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8711,2550,626974,1486,333,120305,858,26,60093,11055,2909,808359
4,South Australia,2023.0,103754,36418,15098,4334,159604,17593,4463,532,60,22648,16783,3495,832,130,21240,16889,543,6685,616,25803,5604,9101,6692,12626,1103,6627,19584,16498,6989,374,2054,11934,1930,7758,194,38157,53772,55259,7412,2548,2456,7731,10594,4073,172,45,33,9912,6796,4199,297,91,68,9516,2736,12252,12525,3812,1137,4949,5113,4005,9118,24294,602000,8947,467500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,South Australia,2024.0,108805,35915,15258,4476,164454,19531,4700,621,85,24937,16095,3082,762,142,20081,16585,529,6702,639,26483,5747,9038,6845,13975,1130,6866,20204,16884,7237,389,2164,12903,1969,8025,140,38824,55059,57249,7945,2806,2629,8671,11405,4590,197,51,38,9092,6725,3879,281,66,62,8669,2296,10965,11311,3780,908,4688,4965,3986,8951,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Western Australia,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82785251,110904,1858873,13674752,267804,-,-,-,-,-,-,-,2.4,6.2,8.2,1.1,10.2,3.6,10.1,5.9,4.5,1.1,2.5,1.7,7.2,3.1,6.2,8,10.4,1.3,3.9,2.2,1097879,-,-,-,-,-,-,-,-,-,-,-,-
5,Western Australia,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,979,2032,3009,325,242,542,265,367,205,385,377,305,76802353,124782,1878471,13861742,-,-,7834926,-,-,8192.5,5540,1719.2,2.5,6.3,5.6,1.2,9.8,2.5,9.5,6.4,4.6,1,2.4,1.7,6.4,3.3,6.2,8.7,11.7,1.6,4,4.6,1157735,-,-,-,-,-,-,-,-,-,-,-,-
5,Western Australia,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1059,2568,3631,375,341,675,378,419,301,438,388,323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16586,1932,848943,2286,96,147843,4997,8,75611,23873,2036,1073362
5,Western Australia,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30928,460000,9318,395000,1100,3040,4136,399,396,739,442,472,356,510,532,306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14029,2122,860850,1974,73,149744,2684,54,78241,18691,2249,1089804
5,Western Australia,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11978,2924,14902,15432,3923,810,4733,5003,3900,8903,29121,450000,8352,375000,1063,2513,3578,374,384,614,376,414,272,457,419,273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12657,2264,871243,1559,122,151181,2604,313,80532,16822,2699,1103927
5,Western Australia,2020.0,142082,52557,21848,6457,222944,-,-,-,-,-,-,-,-,-,-,16329,3023,9001,771,38795,6982,12456,8783,20613,1600,10649,25338,28454,9084,616,2801,13836,2695,10848,270,60564,71309,74224,9812,3541,3494,-,-,-,-,-,-,-,-,-,-,-,-,10903,2854,13757,14344,3681,921,4602,4896,4260,9156,30122,445000,8876,360000,856,1922,2781,307,282,476,282,310,222,320,337,246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10720,2081,879882,1164,128,152217,2770,107,83195,14656,2316,1116267
5,Western Australia,2021.0,140700,60655,22441,6484,230280,24123,8155,706,125,33109,21219,3404,809,183,25615,16430,3093,9283,791,39622,7151,12950,9107,20687,1618,10989,26223,29771,9517,608,2941,14803,2810,11638,248,66549,71514,75025,10145,3458,3589,14825,12547,5425,191,48,73,13417,7734,4038,242,95,111,22354,3687,26041,26947,6968,1451,8419,8794,4571,13365,45754,485000,13770,392000,357,875,1233,137,108,184,127,124,87,127,167,170,86440793.4,109431,2022715.3,12714683.7,391412.1,6002457.7,8378008,-,11423.7,10201.3,7342.1,2027.5,2.3,7.5,5.3,1.2,8.8,2.5,8.8,6.5,4.5,0.8,2.2,1.4,6.9,3.1,5.9,8.8,13.6,1.6,3.9,4.6,1306249,11167,2765,888284,777,118,152876,1719,39,84875,13663,2922,1127008
5,Western Australia,2022.0,147922,61534,23300,7102,239858,28267,8957,896,175,38295,22189,5133,1085,210,28617,16424,3296,9693,785,41566,7216,13337,9476,20808,1694,11529,27213,31079,10083,615,3117,15955,3067,12683,222,62556,75325,81823,11791,4167,4196,14628,16176,7010,287,84,110,13354,7728,4000,240,94,111,15682,2908,18590,19166,5736,1246,6982,7361,5905,13266,39238,502000,15234,399000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11845,1884,898245,593,76,153393,1182,29,86028,13626,1989,1138645
5,Western Australia,2023.0,154890,60177,23856,7750,246673,28007,8358,798,142,37305,26264,5501,1233,253,33251,16182,3330,9756,826,42546,7276,13472,9663,22437,1741,11732,27614,31663,10671,636,3235,17148,3101,13416,228,60168,79565,85210,12314,4694,4722,12565,17306,6987,283,89,75,15544,10710,6475,419,121,114,12004,1432,13436,14020,5188,675,5863,6330,5395,11725,36456,540000,15152,393000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,Western Australia,2024.0,162971,60186,24067,8172,255396,31153,8685,882,182,40902,25792,5289,1313,259,32653,15961,3348,9920,859,43466,7248,13545,9820,25526,1793,12106,28409,32420,11181,645,3295,18447,3177,14055,175,61870,81124,89139,13118,4972,5161,14092,18409,7932,300,96,78,14504,11188,6318,435,116,126,14463,2212,16675,17373,6688,1069,7757,8337,7008,15346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,Tasmania,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1499055,216566,407927,2204404,11656,-,-,-,-,-,-,-,4.8,1.3,8.7,1.7,7.6,3.3,11.3,7.3,4.3,1.5,2.4,1.3,4.7,2.7,9,9,12,1.6,3.7,2,217297,-,-,-,-,-,-,-,-,-,-,-,-
6,Tasmania,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153,570,721,57,55,100,77,70,71,81,101,114,1459082,262628,385857,2044400,-,-,26815,-,-,1484.9,-,-,5.3,1,6.9,1.6,7.6,2.2,10.9,7.6,4.2,1.4,2.1,1.2,4.7,3,7.8,9.3,14.2,1.9,3.7,3.4,216584,-,-,-,-,-,-,-,-,-,-,-,-
6,Tasmania,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120,619,743,63,49,96,96,83,69,64,124,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1826,70,215703,200,-,15224,133,-,13740,2159,70,245279
6,Tasmania,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10903,333000,2744,292500,133,683,812,66,51,103,90,81,83,72,149,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1786,75,217414,485,7,15702,59,39,13760,2330,121,247488
6,Tasmania,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2851,194,3045,3221,889,57,946,1003,673,1675,9761,355000,2555,325000,94,524,620,59,34,99,81,56,46,64,114,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2537,86,219865,247,2,15947,71,1,13830,2856,89,250255
6,Tasmania,2020.0,23655,9808,4626,1196,39285,-,-,-,-,-,-,-,-,-,-,5627,121,1830,118,6429,1002,2614,2363,3026,263,1075,3944,3849,1396,99,464,2627,523,1865,50,10083,12609,13803,1806,531,453,-,-,-,-,-,-,-,-,-,-,-,-,2916,173,3089,3198,931,48,979,1028,588,1616,9091,385000,2270,346500,82,374,458,42,32,44,78,41,33,38,73,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2499,65,222299,221,3,16165,73,6,13897,2794,74,252975
6,Tasmania,2021.0,23705,11063,4753,1202,40723,3684,1496,159,11,5350,3282,642,157,21,4102,5657,119,1894,121,6868,1036,2677,2412,3012,276,1133,4004,4066,1500,103,493,2765,550,2000,37,11054,12938,13851,1875,540,465,2348,2033,919,38,7,5,2109,1226,740,49,8,6,4011,185,4196,4292,1380,62,1442,1509,758,2267,10016,440000,2730,391000,30,215,249,21,16,26,31,21,16,29,31,59,1503082.9,309613.8,470458.9,2371245,11298,812667.8,38693.4,14536.1,2684.8,2113.5,1017.3,517.7,5.3,1,6.4,1.8,8.6,2.2,9.6,7.6,4.1,1,1.9,1.1,5.1,2.9,7.3,9.4,16.4,1.8,3.8,2.8,254722,2796,72,225023,211,7,16369,59,1,13955,3066,80,255961
6,Tasmania,2022.0,24788,11367,4967,1291,42413,4253,1682,198,22,6155,3402,941,233,36,4612,5637,115,1965,127,7367,1038,2740,2478,3163,285,1193,4175,4217,1626,105,541,2891,596,2126,28,10850,13352,14931,2110,646,524,2483,2470,1139,41,14,8,2070,1221,736,48,8,6,2838,347,3185,3339,1095,120,1214,1276,790,2066,9390,575000,2359,489000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3428,121,228330,84,5,16448,74,-,14029,3586,126,259421
6,Tasmania,2023.0,25879,11095,5043,1406,43423,4337,1448,189,20,5994,3959,1074,279,40,5352,5599,111,1926,137,7600,999,2723,2490,3355,293,1205,4246,4337,1728,104,551,3145,626,2218,30,10442,14047,15372,2260,728,574,2217,2626,1092,33,15,11,2486,1682,1143,62,17,13,2766,182,2948,3104,1182,57,1239,1324,1124,2448,7877,599000,2253,505750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,Tasmania,2024.0,26580,10963,5042,1444,44029,4375,1436,219,26,6056,3919,1002,293,33,5247,5556,117,1927,136,7836,951,2654,2483,3455,297,1271,4279,4320,1762,108,556,3409,654,2235,23,10243,14312,15831,2298,760,589,2204,2590,1197,55,8,6,2384,1711,1056,74,22,8,2361,124,2485,2570,1099,48,1147,1217,862,2079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7,Northern Territory,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55391452,9,2191202,1820,11,-,-,-,-,-,-,-,1.9,2.7,4,1.3,8.2,2.1,8.1,6.2,4.7,1.1,1.3,1.5,4.9,3,20.9,8.9,10,2.2,4.8,2,98479,-,-,-,-,-,-,-,-,-,-,-,-
